"","Builder","Pair","Model","Rater","RaterAge","RaterGender","RaterEduYears","RaterEduArea","RaterEnglishSkills","ConceptAttributed","Clarity","Originality","Condition","Order","Concept","Accuracy","BuilderAgeYears","BuilderEduArea","BuilderEduYears","BuilderBaseRapport","BuilderEQ","BuilderSQ","BuilderIndividualEnjoyment","BuilderCollectiveEnjoyment","BuilderIndividualClarity","BuilderCollectiveClarity","BuilderIndividualCreativity","BuilderCollectiveCreativity","CoBuilderEQ","CoBuilderSQ","BuilderCollectiveEQ","BuilderCollectiveSQ","BuilderGender"
"803",9,24,"23",104,21,"Male",17,"Technology",6,"Trust",2,5,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"804",9,24,"23",96,32,"Female",19,"Humanities",4,"Trust",3,3,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"805",9,24,"23",101,39,"Female",20,"Natural Sciences",5,"",NA,NA,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"806",9,24,"23",97,24,"Other",18,"Humanities",6,"Trust",6,6,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"807",9,24,"23",41,20,"Female",14,"Humanities",5,"Trust",2,2,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"808",9,24,"23",18,28,"Female",20,"Social Sciences",4,"Trust",6,2,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"809",9,24,"23",15,23,"Female",17,"Social Sciences",5,"Trust",6,3,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"810",9,24,"23",105,29,"Male",20,"Humanities",5,"Trust",6,1,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"811",9,24,"23",66,25,"Female",17,"Health",5,"Responsibility",5,4,"Individual",1,"Responsibility",1,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"812",9,24,"23",47,28,"Female",20,"Humanities",6,"Knowledge",6,1,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"813",9,24,"23",29,25,"Male",12,"Technology",3,"Responsibility",3,3,"Individual",1,"Responsibility",1,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"814",9,24,"23",53,26,"Female",21,"Humanities",5,"Trust",4,2,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"815",9,24,"23",81,15,"Male",11,"Technology",6,"Responsibility",2,3,"Individual",1,"Responsibility",1,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"816",9,24,"23",9,28,"Male",NA,"Humanities",4,"Trust",2,3,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"817",9,24,"23",68,38,"Male",21,"Humanities",6,"Responsibility",5,4,"Individual",1,"Responsibility",1,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"818",9,24,"23",14,23,"Male",16,"Humanities",5,"Trust",6,6,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"819",9,24,"23",85,27,"Male",20,"Natural Sciences",5,"Trust",5,3,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"820",9,24,"23",99,26,"Female",20,"Humanities",6,"Trust",6,2,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"821",9,24,"23",72,35,"Male",16,"Social Sciences",5,"",NA,NA,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"822",9,24,"23",57,32,"Female",19,"Humanities",4,"Trust",3,2,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"823",9,24,"23",38,24,"Female",18,"Humanities",5,"Trust",5,2,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"824",9,24,"23",45,32,"Male",22,"Technology",5,"Knowledge",2,2,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"825",9,24,"23",73,27,"Male",21,"Natural Sciences",6,"Trust",6,6,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"826",9,24,"23",52,28,"Male",21,"Technology",5,"Knowledge",4,3,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"827",9,24,"23",77,25,"Female",18,"Humanities",3,"Trust",5,2,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"828",9,24,"23",103,37,"Male",17,"Natural Sciences",6,"Trust",5,2,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"829",9,24,"23",8,26,"Female",14,"High School",4,"Trust",6,1,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"830",9,24,"23",23,25,"Female",17,"Humanities",6,"Trust",6,4,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"831",9,24,"23",31,23,"Male",15,"Social Sciences",5,"Fairness",4,4,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"832",9,24,"23",28,25,"Male",15,"Natural Sciences",5,"",NA,NA,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"833",9,24,"23",80,27,"Female",16,"Humanities",6,"Responsibility",6,5,"Individual",1,"Responsibility",1,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"834",9,24,"23",79,24,"Female",17,"Social Sciences",4,"",NA,NA,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"835",9,24,"23",56,57,"Male",16,"Humanities",4,"Knowledge",3,4,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"836",9,24,"23",95,25,"Female",19,"Humanities",5,"Trust",5,1,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"837",9,24,"23",4,NA,"Male",15,"Social Sciences",5,"Responsibility",5,2,"Individual",1,"Responsibility",1,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"838",9,24,"23",70,27,"Male",20,"Technology",5,"Trust",5,4,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"839",9,24,"23",20,24,"Male",17,"Technology",5,"Responsibility",6,3,"Individual",1,"Responsibility",1,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"840",9,24,"23",50,23,"Female",16,"Social Sciences",5,"Trust",6,5,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"841",9,24,"23",65,22,"Female",16,"Humanities",6,"Knowledge",3,2,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"842",9,24,"23",22,26,"Female",19,"Humanities",6,"Trust",6,3,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"843",9,24,"23",93,26,"Female",17,"Health",4,"Trust",6,6,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"844",9,24,"23",51,21,"Female",14,"Humanities",4,"Trust",5,4,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"845",9,24,"23",1,52,"Male",45,"Technology",6,"Trust",5,2,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"846",9,24,"23",54,21,"Male",13,"Humanities",5,"Trust",5,5,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"847",9,24,"23",40,29,"Male",17,"Technology",5,"Trust",6,6,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"848",9,24,"23",44,42,"Male",14,"Technology",3,"Trust",4,4,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"849",9,24,"23",33,28,"Male",14,"Technology",6,"Trust",5,5,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"850",9,24,"23",92,18,"Male",15,"IT",3,"Knowledge",5,5,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"851",9,24,"23",55,25,"Male",17,"Humanities",6,"Trust",6,3,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"852",9,24,"23",76,45,"Female",12,"Technology",4,"Knowledge",6,4,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"853",9,24,"23",39,25,"Female",18,"Humanities",5,"Knowledge",2,2,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"854",9,24,"23",67,41,"Female",41,"Natural Sciences",6,"Responsibility",5,3,"Individual",1,"Responsibility",1,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"855",9,24,"23",91,29,"Male",14,"Humanities",6,"Trust",3,2,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"856",9,24,"23",25,22,"Male",18,"Health",5,"Trust",6,6,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"857",9,24,"23",37,26,"Other",22,"Social Sciences",6,"Trust",4,4,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"858",9,24,"23",98,24,"Male",18,"Humanities",5,"Trust",4,4,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"859",9,24,"23",3,27,"Female",19,"Humanities",4,"Trust",4,3,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"860",9,24,"23",59,24,"Female",16,"Health",5,"Trust",6,6,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"861",9,24,"23",11,19,"Female",14,"Natural Sciences",4,"Trust",6,6,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"862",9,24,"23",24,32,"Female",12,"High School",6,"Trust",3,6,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"863",9,24,"23",49,21,"Female",14,"Humanities",5,"Trust",6,1,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"864",9,24,"23",26,22,"Male",16,"Humanities",5,"Trust",5,3,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"865",9,24,"23",48,25,"Female",20,"Natural Sciences",5,"Trust",4,2,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"866",9,24,"23",12,25,"Female",18,"Humanities",6,"Knowledge",5,4,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"867",9,24,"23",6,24,"Female",16,"Natural Sciences",5,"Responsibility",4,5,"Individual",1,"Responsibility",1,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"868",9,24,"23",90,24,"Male",17,"Humanities",5,"Trust",6,3,"Individual",1,"Responsibility",0,24,"Engineering",17,1,23,28,NA,NA,NA,NA,NA,NA,55,27,39,27.5,"Male"
"869",10,44,"47",46,20,"agender",16,"Humanities",6,"Trust",1,3,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"870",10,44,"47",59,24,"Female",16,"Health",5,"Responsibility",4,4,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"871",10,44,"47",38,24,"Female",18,"Humanities",5,"Trust",2,3,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"872",10,44,"47",94,28,"Female",18,"Social Sciences",5,"Fairness",2,2,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"873",10,44,"47",39,25,"Female",18,"Humanities",5,"",NA,NA,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"874",10,44,"47",80,27,"Female",16,"Humanities",6,"Responsibility",4,5,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"875",10,44,"47",108,24,"Male",17,"Technology",5,"Responsibility",2,4,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"876",10,44,"47",83,22,"Male",14.5,"Humanities",6,"Knowledge",4,4,"Individual",2,"Knowledge",1,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"877",10,44,"47",16,29,"Female",22,"Health, Humanities and Social Sciences",6,"Trust",4,4,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"878",10,44,"47",58,21,"Female",15,"Humanities",5,"Trust",1,2,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"879",10,44,"47",33,28,"Male",14,"Technology",6,"Fairness",3,3,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"880",10,44,"47",100,19,"Male",13,"Technology",6,"Trust",4,3,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"881",10,44,"47",102,36,"Female",13,"Advertisment",2,"Trust",4,4,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"882",10,44,"47",63,27,"Female",20,"Humanities",4,"Trust",1,3,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"883",10,44,"47",24,32,"Female",12,"High School",6,"Responsibility",2,6,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"884",10,44,"47",92,18,"Male",15,"IT",3,"Responsibility",3,4,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"885",10,44,"47",88,58,"Male",23,"Health",4,"Responsibility",1,6,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"886",10,44,"47",6,24,"Female",16,"Natural Sciences",5,"Trust",1,3,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"887",10,44,"47",95,25,"Female",19,"Humanities",5,"Fairness",2,1,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"888",10,44,"47",87,22,"Male",13,"Health",6,"Responsibility",4,4,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"889",10,44,"47",101,39,"Female",20,"Natural Sciences",5,"Responsibility",5,4,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"890",10,44,"47",79,24,"Female",17,"Social Sciences",4,"",NA,NA,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"891",10,44,"47",5,38,"Female",21,"Natural Sciences",6,"Trust",2,4,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"892",10,44,"47",74,29,"Male",18,"Natural Sciences",4,"Knowledge",1,2,"Individual",2,"Knowledge",1,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"893",10,44,"47",22,26,"Female",19,"Humanities",6,"Responsibility",1,4,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"894",10,44,"47",60,30,"Male",22,"Technology",6,"Responsibility",2,3,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"895",10,44,"47",3,27,"Female",19,"Humanities",4,"Responsibility",3,3,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"896",10,44,"47",20,24,"Male",17,"Technology",5,"Trust",2,4,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"897",10,44,"47",51,21,"Female",14,"Humanities",4,"Knowledge",2,2,"Individual",2,"Knowledge",1,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"898",10,44,"47",41,20,"Female",14,"Humanities",5,"Responsibility",4,4,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"899",10,44,"47",53,26,"Female",21,"Humanities",5,"Knowledge",1,4,"Individual",2,"Knowledge",1,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"900",10,44,"47",107,22,"Female",16,"Natural Sciences",5,"Responsibility",1,4,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"901",10,44,"47",82,23,"Female",15,"Technology",5,"Responsibility",3,5,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"902",10,44,"47",15,23,"Female",17,"Social Sciences",5,"Responsibility",1,2,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"903",10,44,"47",68,38,"Male",21,"Humanities",6,"Responsibility",3,4,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"904",10,44,"47",57,32,"Female",19,"Humanities",4,"Responsibility",3,3,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"905",10,44,"47",85,27,"Male",20,"Natural Sciences",5,"Fairness",2,6,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"906",10,44,"47",96,32,"Female",19,"Humanities",4,"Trust",1,6,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"907",10,44,"47",104,21,"Male",17,"Technology",6,"Knowledge",1,5,"Individual",2,"Knowledge",1,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"908",10,44,"47",49,21,"Female",14,"Humanities",5,"Responsibility",1,5,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"909",10,44,"47",32,22,"Male",NA,"Technology",5,"Fairness",3,5,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"910",10,44,"47",30,28,"Female",22,"Humanities",5,"Responsibility",2,3,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"911",10,44,"47",71,25,"Male",16,"Social Sciences",6,"Knowledge",1,5,"Individual",2,"Knowledge",1,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"912",10,44,"47",37,26,"Other",22,"Social Sciences",6,"Trust",4,2,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"913",10,44,"47",105,29,"Male",20,"Humanities",5,"Trust",3,4,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"914",10,44,"47",52,28,"Male",21,"Technology",5,"Fairness",2,5,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"915",10,44,"47",29,25,"Male",12,"Technology",3,"Fairness",4,4,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"916",10,44,"47",69,25,"Male",13,"Humanities",3,"Responsibility",2,3,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"917",10,44,"47",43,28,"Male",14,"Health",6,"Responsibility",5,5,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"918",10,44,"47",23,25,"Female",17,"Humanities",6,"Responsibility",1,5,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"919",10,44,"47",21,24,"Female",15,"Technology",4,"Fairness",2,6,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"920",10,44,"47",72,35,"Male",16,"Social Sciences",5,"Responsibility",4,4,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"921",10,44,"47",19,24,"Female",16,"Humanities",5,"Trust",5,5,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"922",10,44,"47",17,24,"Female",16.5,"Social Sciences",4,"Responsibility",2,5,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"923",10,44,"47",75,28,"Male",25,"Humanities",5,"Responsibility",1,5,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"924",10,44,"47",61,28,"Male",19,"Humanities",5,"Responsibility",1,6,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"925",10,44,"47",50,23,"Female",16,"Social Sciences",5,"Trust",1,6,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"926",10,44,"47",64,33,"Female",16,"Health",6,"Responsibility",6,6,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"927",10,44,"47",106,28,"Male",15,"Humanities",5,"Knowledge",5,4,"Individual",2,"Knowledge",1,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"928",10,44,"47",26,22,"Male",16,"Humanities",5,"Responsibility",3,4,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"929",10,44,"47",14,23,"Male",16,"Humanities",5,"Responsibility",1,2,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"930",10,44,"47",67,41,"Female",41,"Natural Sciences",6,"Responsibility",3,3,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"931",10,44,"47",56,57,"Male",16,"Humanities",4,"Knowledge",4,4,"Individual",2,"Knowledge",1,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"932",10,44,"47",55,25,"Male",17,"Humanities",6,"Knowledge",4,4,"Individual",2,"Knowledge",1,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"933",10,44,"47",98,24,"Male",18,"Humanities",5,"Responsibility",1,6,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"934",10,44,"47",45,32,"Male",22,"Technology",5,"Responsibility",2,2,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"935",10,44,"47",36,25,"Other",16,"Humanities",5,"Responsibility",5,5,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"936",10,44,"47",62,25,"Male",19,"Technology",4,"Responsibility",5,4,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
"937",10,44,"47",76,45,"Female",12,"Technology",4,"Trust",5,3,"Individual",2,"Knowledge",0,21,"Humanities",13,5,39,26,6,6,6,6,6,6,44,31,41.5,28.5,"Female"
